id,chat,label
3317,gi ngapain say ayo aja ngewenya brondong manis kontol kuat sampe berjam jam,harassment
3318,user user user bilang orang ngehina agama gak kena hukum pidana orang gak menghina agama yg mayoritas tersinggung langsung dihujat dikenai hukum,neutral
3319,user user kacung terima perintah\ntidak terima kritikan\nsemoga pemimpin simbol kacung\nkacung dikacungkacung terima\nkarena kacung tumbur subur semerbak harum bunga bangkai\,racist
3320,sih ga suka brondong jagung khan enak ga bikin gemuk kalo ga ditambah gula,neutral
3321,user user user user udah rahasia bong\nkoruptor\nrampok\npelaku maksiat\npelaku bisnis maksiat\nkaum lgbt\npenjilat\ndukun sesat\ndukun cabul\nbla bla bla\ntergabung dlm ban cebong,racist
3322,matanya buta alam maya hatinya buta menerima cahaya kebenaran alam,neutral
3323,ga luchu ah mosok gw aja kambing hitam kalo kalah,neutral
3324,user jg serius pngen ngewe ama swear,harassment
3325,teroris budha govt mengerahkan cyberarmy bikin hoax amp meretas akunakun prorohingya,racist
3326,kamar guru mushola\n\nnah kristen berdoa aula kristen ga banyak\n\naku temen kristen aja si a si a mintain tolong guru ambilin casan laptopnya\n\ndan tempatnya,neutral
3327,sigmanya user leader geng,neutral
3328,dear user driver lo tukeran orang anter gw gw sih gak pinter gak dongo muter2 cari rumah gw udah pake driver pengganti dongo buang gw bgt nunggu taik,violence
3329,user user user ngatain cebong kaum codotplaying victim much,racist
3330,user user follback gua baca dn lo kirain setan wakaka,violence
3331,user jg org yg islami dgn membangun narasi yg kpd pendapat yg berbeda sbg liberal sekuler munafiq antek asing user,racist
3332,taik pengen ngebully bang gua bully duluan lo,violence
3333,user user user user user user user user user mata gue gak sipit kayak tu antek aseng,racist
3334,user gua normal member autis \xf0\x9f\x98\x82,harassment
3335,user user najis bngt lo berdua kenapasi bully adek atip\xf0\x9f\x98\x9e,violence
3336,user buaya nye ga gede2 dah,neutral
3337,teriak bubarkan pki orang pulsa listrik rumahnya habis mengutuk orang ketidaktahuannya,neutral
3338,tren konsumsi video bertumbuh data,neutral
3339,emang game kampang luchu bat udah gua menang eh taunya kalah tai,violence
3340,bajingan iyak sebutan yg pantes orang kaya lu,violence
3341,kuy gb in cuy naikin level bareng kuy,neutral
3342,jawapos paul pogba selebrasi gol terdengar tiruan suara monyet url,racist
3343,mabar kuy gas,neutral
3344,kuy lanjutin g dibaperin,neutral
3345,user user user user user lo gak bahas ekonomi yg morat marit deh gwe lo tuh pake akun tulisan nama kek gitu lo antek aseng gegara aseng kek congor lo negara gwe jd hina kek gini nega,racist
3346,bloon bgt si yg alucard,violence
3347,dalang bencong hehe,harassment
3348,yes hm m enak ariel sodorin kontol dea sepong ya buka mulut sayang ariel masukan kontol mulut dea,harassment
3349,user gtu nayeon 9 member twice suka ngepost instastory tntg suka bilangin lesbi bucin bgt twice,harassment
3350,\xe3\x85\xa4\n tubuhku kuru muda orang memiliki punggung tegap lebar matanya sipit tanda kelopaknya gari wajahnya menggambarkan watak galak\n\ncont,neutral
3351,user pokcoy ih bloon nya pacar kuuu,violence
3352,indosiar emtek group gembel kalo nyiarin bola,violence
3353,user penampilan serasa suci sedunia tp kelakuan kyk setan ga empati ama keluarga korban bom kmrn,violence
3354,cebong anak kodok harafiahnya,neutral
3355,user udh tau pasukan nasi bungkusyg kasihan yg merasakan dki skrgbuat yg dki harap bersabarini cobaan wkwkwk,violence
3356,tu sipit esmosi gapapa dasar babi,racist
3357,kecuali manusia monyet mamalia buta warna,neutral
3358,betapa biadabnya teroris budha myanmar url,racist
3359,rp haneul doyan nyepong kontol,harassment
3360,user kebaca onta \n\nmoga debaynya cowok ya nan modusin hahaha,violence
3361,esmosi banget gua tu anjing udah cheater nyampah bat maennya,violence
3362,ngentot sekertaris sexy,harassment
3363,user guwe anjing penasaran iya iya ngomong maju lu garuda kuping budek,violence
3364,bro user ente kitab suci fiksi agama bkn wahyu pernyataan spt mutlak scr harfiah filosofis melanggar keyakinan umat beragama konstitusi norma agama ente penista agama yg kotor,neutral
3365,user user user sontoloyo sok bener iparan allah swt \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,violence
3366,akibat putus cinta sahabat diewe yg sama2 lubang rapet bool drpd memek user user\xe2\x80\xa6,harassment
3367,esmosi gua perek udah deal harga ngentot,harassment
3368,emang cina taik bikin esmosi duit aja pikirannya gua dianggap kacungnya pulak,racist
3369,user pd thn 780 agama buddha sdh kokoh peradaban masyarakat pd membangun candi yg luas candi sewu prambanan\npd yg bersamaan penganut agama hindu utara jg membangun candi yh kalah besarnya,neutral
3370,ntu \ntidak kudu kera dilawan dgn kera kung fu kadang pake tai chi kelembutan dgn kekuatan lawan,neutral
3371,user user user mulut buaya mah,violence
3372,user kalo hoax yg pinter dikit dongudah dungu jgn begokasian ntar pengikut nya ikutan dungu tolol\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x,violence
3373,cewek suka kontol jembut nya lebat jembut nya bersih cewek reply,harassment
3374,ajari sabar 5 kali bolakbalik rapiin cucian pengering biar gak jedagjedug ngereog,neutral
3375,dah tu muka kontol ngereog gara gara ngajakin ngewe ga dikasih,harassment
3376,ngereog gitu cuy santuy aja maennya,neutral
3377,user waini minum kopi luwak biar gak deg2an alias kocak si bolotnya pa congor \xf0\x9f\x98\xb9\xf0\x9f\x98\x82,neutral
3378,anjing tu mainnya bikin gua ngereog ga aturan bat,violence
3379,mentang mentang hutan bebas ngereog kota gitu woooo dasar monyet papua,racist
3380,user nga debat kampret kerena otaknya d rendam kencink onta,violence
3381,hai sheyeng mabar ayo ngewe abang dijamin puas,harassment
3382,mikir nyeleneh tuhan ku ciptain anjing babi yg kitab mengharamkan nya babi menyentuh kulit nya yg basah haram akal ku kesana baca,neutral
3383,user user semalem user pck pekerja cocot komersial,violence
3384,mu ngapa gue ngikutin beritanya bencongbencong yaelah,harassment
3385,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival\n\nnor,neutral
3386,dasar anak babi bolak manggil sheyeng kenal aja nggak lebay bat dah,violence
3387,mobil numpang kuku palsu memek palsu tetek palsu pantat palsu aish hidup serba palsu jurig halu,harassment
3388,tinggal masukin kontok memek kek male banget masukinnya,harassment
3389,from ambis kerja pagi to gpp ga selesai besok dilanjutin,neutral
3390,tai ambis banget sih maennya kayak kalo kalah langsung kiamat aja tu babi,violence
3391,user setan si lu ya,violence
3392,user user gwe celeng gak bikin synna esmosi mancing,violence
3393,tu cina ambis banget ketua tim kasih tau klo cina g macem macem,racist
3394,user kampang,violence
3395,ga ambis banget bang santuy aja mainnya,neutral
3396,user user cebong kopi eta mah\xf0\x9f\x98\x81\nharga harga ngakunya beli mah ngutang \xf0\x9f\x98\x82,violence
3397,gercep yuk ge naekin level bareng,neutral
3398,user user berpikir bayi tabung perpaduan sperma kampret onta diragukan,violence
3399,user user monyet sumber idup tuh\xf0\x9f\x99\x8a,violence
3400,user cebong \nah telur 3000an aja berisik dasar kampret miskin \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\xf0\x9f\x98\x8f,racist
3401,gercep bat kalo cewe capernya ga aturan ujungnya ajakin tu cewe ngentot dah,harassment
3402,klo si cina gercep dasar mental kacung,racist
3403,user user aww good luck suka pusing bahas budaya populer,neutral
3404,si jawa keparat gayanya hedon banget item banner dibeli tu aslinya rumahnya gini ortunya cuman buruh kasar,racist
3405,emang enak yak hedon gini abis ngewe sekian cewe nih elu,harassment
3406,yuk ge mabar ga dipikir,neutral
3407,taik luh ngehedon aja ga kerja gua susul level lu,violence
3408,indosat eek,violence
3409,maiyah keamanan aman masingmasing hadir maiyah prajurit keamanan belajar mengamankan menyamankan membahagiakan,neutral
3410,lemes bestie orangorang sibuk cari baju sibuk nyari duit,neutral
3411,ayat dingajikan perintah perangi bunuh penggal kafir,violence
3412,komunis sipit,racist
3413,ngewe bestie kayaknya enak ya khan dah kenal lahir batin,harassment
3414,yo bestie jan lupa besok mabar ya,neutral
3415,emang cina kafir bestie tu monyet jawa bestie majikan kacung ya,racist
3416,user yeuh kunyuk,violence
3417,user otaknya kesetaraan gender telanjang dasar mesum cacad,harassment
3418,panggil sayang diajak komitmen lari cuaks,neutral
3419,dijanjiin ngewe udah ditungguin hotel eh ga dateng sampe pagi cuaks,harassment
3420,user udik bener kasian ditidurin,harassment
3421,emang tukang tipu tu cina kasih item gratisan ga nongol batang idungnya cuaks,racist
3422,mesti diproyekkan asing nasionalis pancasilaiskoq pilih asing janganjangan antek asing nih,racist
3423,user bacot lo,violence
3424,main udah ngantuk anjir,violence
3425,user user akulturasi agama daerah keniscayaan kristen jawa yg berjalan berbarengan tradisi jawa istilah kristen nusantara kristen adlh kristen islam adlh islam penyebutan isl,neutral
3426,mengajarkan ngaji ayat cocok2 penis penggal kafir pahala membiadabkan,harassment
3427,kirim foto kontol yg full\n kalo tertarik vc,harassment
3428,sombong tau hey manusia sumber bau bau kaki bau bau udel bau ketek congean korong cileuh bau kepala bau mulut bau karbit jengkoleun comberan bangke,violence
3429,melayani 2 kontol security meeting room rt for the video url,harassment
3430,user anjing tai goblok idiot bangsat monyet babi fucc kont ngents goblok \n\niya tau kasar bgt maaf,violence
3431,buka beha ahhh remas remas susunya ahhhh,harassment
3432,udah gue tinggal beli batagor sampe blm anjir ngaret,violence
3433,user e n g g a k dah tuh pengen gue mute anjir,violence
3434,user user bawang nya aseng nih gan,racist
3435,user mampus lu anaknya langsung nongol,violence
3436,kagak oum dapetin jodoh\n\nntu mah pake pelet jepang ajah dek effektif\n\nhonda beat dgn honda jazz ntu b\xe2\x80\xa6,neutral
3437,pagi memek basah gara smlm mimpi bersihin ya,harassment
3438,user om jilatin memek nya nggak,harassment
3439,user anjir\n\ngue ngecek berkali kali mastiin cewe beneran cowo tau tipuan kaya video yg asli cewe \xf0\x9f\x98\xad\n\nterlepas gender tetep gabener sih astaga \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad semoga ade gue ga aamiin,neutral
3440,anjay beli botol ganggang perum,neutral
3441,user acak acakan ntar pahlawan kesiangan yg gagalkan kudeta pki aja gak pakai gelar pahlawan,violence
3442,gpp kalah besok kalo kalah ya gpp selow santuy,neutral
3443,user user ngewe kaya gitu,harassment
3444,user kampang lo anj,violence
3445,\xe2\x80\x9cmbak gak meeting\xe2\x80\x9d\n\n\xe2\x80\x9ckatanya gapapa tadi\xe2\x80\x9d\n\nlha diajak meeting disuruh si bloon diam aja kayak patung\n\nmiskom somplak \xf0\x9f\x98\x94,violence
3446,cina mah indonesia adik sejarah nye didukung ganyang mah minoritas ngimpi,racist
3447,key menyodok kontolnya mulut suli smentara minho memaksa kontolnya masuk memek suli sempit ash suasana panas,harassment
3448,user user lebay bener duda ya,violence
3449,senggama ayo sepong iya kontol ah hm owhshit enak,harassment
3450,angkat tradisi budaya rakyat banyuwangi kunci kesuksesan bec 2017,neutral
3451,ah membicarakan peju membicarakan memek,harassment
3452,cowo yg hobi selfie ga beda ny lekong amp banci kaleng,harassment
3453,kiyowo banget fotonya gilak gua jatuh cintrong nih,neutral
3454,oh anak malaysia sadar tolol negara copy budaya negara begaya hina muka kontol beruk hitam sok manis anak malaysia,racist
3455,user cebong kampretos bilang yg infrastruktur jalan truz g yg mahal naik\xf0\x9f\x90\xb8\xf0\x9f\x91\x89\xf0\x9f\x9a\xbd,racist
3456,amerika 200000 orang tahunnya pindah agama kristen agama islam,neutral
3457,kalopun handbody harganya mahal beli huah kulitku gosong hitam sehitam hitamnya orang papua,racist
3458,alhamdulilah yalah biarpun tetek gede cewek tulen fuh fuh fuh meletop bangsat,harassment
3459,senang cewek pinter nyepong kontol sepong nya,harassment
3460,neng pita omnya hideung gosong kaya orang papua,racist
3461,genk kasih memek basah,harassment
3462,user wkwk mampus lo jung ruby,violence
3463,uh sayang memek becek jilat memeknya kontol nikmat sayang emut biji kontolnya kocok batang kontolnya,harassment
3464,dasar papua monyet iya,racist
3465,user cinta buta cinta yg mendengar fakta yg kotoran kucing coklat sependapat gak prof,neutral
3466,user mampus lu kalah lawan gua,violence
3467,user ya anjir salah tag wkwkwk lu gue jennie zuyle lisa wkwkwk,neutral
3468,ape beneeeer dapet jadwal shift pagi 4 besok off lusa shift malam sabtu badan cungkring ampuuuun zzzzzz,neutral
3469,halah pmerintah daerah stempat sih pakai komentar izin brmasalah aturan kasih izinya kota jugakan khususkan olang cina loleng tanah negara pmerintahan krusuhan olang cina aman negara negara pikir pakai otak,racist
3470,ukuran tetek sempit lebarnya memek bagaimn mengolah gairah agresiflah ml,harassment
3471,dasar skibidi maennya nyampah banget huh,violence
3472,bunga melati bunga bangkai piye ya,neutral
3473,arab keparat diusir yordania biar ga ganggu,racist
3474,udah ena ena ni buruan buka udah sange banget ni skibidi papap,harassment
3475,emang orang cuman sipit kaya doang ngerasa,racist
3476,ga ngerti gua nikmatnya dimana orang orang sengaja desak desakan diangkutan nyenggol bokong tetek doang,harassment
3477,user bacot reza urusin anak istrimu etapi garagara reply galau lagi\xf0\x9f\x98\xad,violence
3478,user udah gua sipit sipitin mata barangkali warnanya beda,neutral
3479,memasang jepretan racun tikus coba perhatikan rumah sisa makanan berserakan sampah berceceran ya heran tikustikus berkeliaran tikus masuk rumah tertarik bau makanan non,neutral
3480,user tuh dungu klo km make gelang tkp intimidasi lgsg km terlibat gelang dugaan sbg bentuk konspirasi,violence
3481,ah udah malam jumat aja skibidi papap istri nih barangkali sange,harassment
3482,user pacaran gapernah yg agama yg muslim hindu budha \xf0\x9f\x98\x82 lucu yaa,neutral
3483,lihatlah eyelinernya tebal matanya mengerikan ohio,violence
3484,maennya bego ah ga seru diajak mabar kebawa ohio,violence
3485,maen si babi sipit ohio,racist
3486,gilak ggwp banget super pro nalar goat,neutral
3487,ga ngotak skillnya asli kandidat goat kuat ni,neutral
3488,user user pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua,violence
3489,user sarap bro,violence
3490,user salah pendukung mafia koruptor penista agama gerombolan banci titot lakukan bidikan arah,harassment
3491,user ngawur aja nih rezim indochina dah nih negara,racist
3492,mamanya stevi nda gyatt muda banget milf banget entotable,harassment
3493,perbedaan banget adi\n\nkalo adi mah\n\ntuh kak liat gue bilang brengsek\n\nyha url,violence
3494,gyatt banget si cantik ayok ngentod abang dijamin enak banget loh,harassment
3495,user user user user user user user user user user user user ah bacot dasar sok alim lu manusia gak yg sempurna sok alim orang,violence
3496,user user gembok akun aja udahgak tebar databerkali kali main datalo gak data gembok akun\xf0\x9f\x98\x82\nsehari 2 kali gembok akun\npayah cebong cupu,violence
3497,user nyolu sipit ga klo iya bikin grooup ber3,racist
3498,bokongnya tu cewe gyatt banget pengen gw remes,harassment
3499,kadang yg kemarin udh follow follower ketara ya unfoll tp follow geblek gimana dah tuh manusia,violence
3500,1142 situasi lintas jl gatot subroto gedung mprdpr arah slipi terpantau ramai lancar,neutral
3501,makan siang mi ayam deket kampus yg jual ngelayanin nobar jojo\nhalah kesalip\nhalah\nhalah\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,neutral
